Customer_ID,Age,Gender,Driving_Experience,Vehicle_Type,Vehicle_Age,Region_Code,Annual_Premium,Policy_Tenure,Previous_Claims,Accidents_Reported,Claim_Amount_Last_Year,Vehicle_Damage,High_Risk
CUST009255,52.0,Male,39.0,Hatchback,8,49,493.34,0,0,1,413.31,Yes,0
CUST009256,37.0,Male,49.0,Sedan,0,32,418.3,9,0,0,243.72,Yes,0
CUST009257,34.0,Male,4.0,Sedan,0,37,225.69,8,0,0,64.9,Yes,0
CUST009258,39.0,Male,37.0,Sedan,3,13,273.34,9,0,0,127.46,Yes,0
CUST009259,24.0,Female,48.0,Truck,13,17,431.94,9,0,0,58.13,Yes,0
CUST009260,56.0,Female,12.0,Hatchback,14,14,455.04,5,3,1,448.44,Yes,0
CUST009261,70.0,Female,14.0,SUV,14,1,303.94,1,1,0,189.06,No,0
CUST009262,61.0,Female,3.0,Truck,5,39,447.6,0,1,0,47.01,Yes,0
CUST009263,70.0,Female,37.0,Truck,5,39,208.56,8,1,0,158.17,No,0
CUST009264,59.0,Female,30.0,Sedan,9,19,263.96,9,0,0,412.31,No,0
CUST009265,25.0,Male,29.0,Hatchback,2,42,296.1,8,1,0,527.36,Yes,0
CUST009266,26.0,Female,1.0,Hatchback,1,33,589.57,8,0,0,72.72,No,0
CUST009267,63.0,Female,6.0,Hatchback,10,12,460.47,8,2,0,1111.29,No,1
CUST009268,23.0,Male,8.0,Truck,9,10,448.87,5,3,0,595.28,Yes,0
CUST009269,36.0,Female,28.0,SUV,12,29,409.41,1,0,0,839.61,No,0
CUST009270,39.0,Male,29.0,Sedan,8,27,391.81,10,1,0,93.81,Yes,0
CUST009271,64.0,Male,18.0,Truck,5,33,371.06,1,0,1,138.53,Yes,0
CUST009272,37.0,Female,21.0,Hatchback,7,16,292.02,0,1,1,166.22,No,0
CUST009273,37.0,Male,48.0,Truck,12,20,419.25,3,0,0,2661.44,Yes,0
CUST009274,44.0,Male,35.0,Truck,12,14,257.95,3,1,0,25.7,No,0
CUST009275,44.0,Female,2.0,SUV,9,14,380.03,3,1,0,937.99,No,0
CUST009276,24.0,Female,29.0,Truck,4,14,455.4,1,0,0,541.49,No,0
CUST009277,41.0,Male,36.0,Hatchback,9,41,405.39,5,0,1,1515.5,Yes,0
CUST009278,25.0,Male,15.0,SUV,10,12,534.26,3,1,0,1250.54,Yes,0
CUST009279,20.0,Male,50.0,Hatchback,12,20,199.69,10,0,0,198.63,No,0
CUST009280,28.0,Female,1.0,Hatchback,11,6,274.47,3,0,2,669.78,No,0
CUST009281,53.0,Female,40.0,Hatchback,8,30,427.84,4,1,0,502.06,Yes,0
CUST009282,19.0,Male,10.0,Sedan,4,37,379.51,7,0,0,1552.04,Yes,0
CUST009283,18.0,Female,46.0,SUV,4,17,373.97,1,0,0,128.92,No,0
CUST009284,24.0,Male,27.0,Truck,10,31,565.58,9,0,0,460.42,Yes,0
CUST009285,41.0,Male,28.0,Truck,1,21,315.36,9,0,0,46.73,Yes,0
CUST009286,29.0,Male,26.0,SUV,9,6,376.75,1,0,1,360.73,Yes,0
CUST009287,25.0,Female,44.0,SUV,9,11,335.73,9,1,0,629.76,Yes,0
CUST009288,30.0,Female,5.0,Truck,9,44,311.13,10,0,0,26.87,Yes,1
CUST009289,23.0,Male,37.0,Truck,0,32,433.41,6,1,0,728.41,Yes,0
CUST009290,56.0,Female,17.0,SUV,2,26,476.72,2,1,2,273.9,Yes,0
CUST009291,41.0,Female,39.0,Truck,8,44,348.83,6,0,0,280.41,Yes,0
CUST009292,69.0,Male,4.0,SUV,15,4,291.18,1,0,1,718.96,No,0
CUST009293,41.0,Female,9.0,Truck,6,9,340.6,3,1,0,83.66,Yes,0
CUST009294,,Female,,Sedan,5,44,,2,0,0,,,1
CUST009295,61.0,Female,40.0,Hatchback,6,47,433.92,5,1,1,643.33,No,0
CUST009296,24.0,Female,23.0,Sedan,1,2,363.54,10,0,0,44.25,Yes,0
CUST009297,27.0,Female,6.0,Truck,9,26,391.82,7,0,1,408.41,Yes,0
CUST009298,47.0,Male,32.0,Hatchback,6,28,332.28,3,0,0,13.15,No,0
CUST009299,56.0,Male,11.0,SUV,14,27,329.19,10,0,0,57.84,No,0
CUST009300,41.0,Female,16.0,Truck,15,9,240.91,4,0,0,712.86,No,0
CUST009301,44.0,Male,35.0,Hatchback,1,43,389.77,2,1,0,36.86,No,1
CUST009302,47.0,Female,33.0,Truck,14,34,495.89,5,1,0,876.23,No,0
CUST009303,32.0,Male,19.0,Hatchback,10,43,204.19,7,0,0,654.22,Yes,0
CUST009304,,Female,,Hatchback,0,27,,9,0,0,,,1
CUST009305,19.0,Male,14.0,Hatchback,10,5,418.69,8,0,1,35.49,No,0
CUST009306,25.0,Male,8.0,Truck,1,43,286.92,9,1,0,1379.56,No,0
CUST009307,34.0,Male,15.0,Truck,6,43,477.0,5,0,0,1320.89,Yes,0
CUST009308,65.0,Female,7.0,Hatchback,6,37,250.16,7,0,0,981.27,Yes,0
CUST009309,30.0,Male,22.0,Sedan,0,9,504.31,4,0,1,108.54,No,0
CUST009310,35.0,Female,43.0,Truck,8,6,453.97,5,1,0,221.08,No,1
CUST009311,38.0,Female,6.0,SUV,1,28,485.48,0,1,0,800.72,No,0
CUST009312,53.0,Male,27.0,Sedan,2,7,551.01,10,0,0,455.92,No,0
CUST009313,29.0,Male,30.0,Truck,6,19,470.04,7,0,1,549.7,No,0
CUST009314,60.0,Male,39.0,SUV,8,49,516.88,10,1,1,14.09,No,0
CUST009315,19.0,Male,9.0,Hatchback,14,28,321.08,5,0,1,82.76,No,0
CUST009316,,Male,,SUV,14,27,,4,0,1,,,1
CUST009317,40.0,Male,6.0,Truck,6,16,321.91,4,1,0,613.6,No,0
CUST009318,,Male,,Hatchback,1,27,,5,1,0,,,1
CUST009319,48.0,Male,21.0,Hatchback,8,18,442.08,9,1,0,3.39,No,0
CUST009320,33.0,Female,21.0,Hatchback,13,44,476.64,3,1,0,509.87,No,0
CUST009321,30.0,Male,38.0,Sedan,13,1,452.74,2,0,1,805.12,Yes,1
CUST009322,21.0,Female,20.0,Hatchback,1,44,394.11,1,0,0,538.32,Yes,0
CUST009323,19.0,Female,20.0,Sedan,2,9,387.98,1,0,0,36.53,No,0
CUST009324,67.0,Female,25.0,Truck,3,13,565.27,2,0,0,225.18,Yes,0
CUST009325,18.0,Male,41.0,Truck,15,18,294.25,1,0,0,189.71,Yes,0
CUST009326,43.0,Male,9.0,Truck,13,42,309.98,10,0,2,1345.66,No,0
CUST009327,47.0,Male,24.0,Truck,11,16,372.52,4,0,1,1088.29,No,0
CUST009328,55.0,Female,5.0,Sedan,9,20,232.13,1,0,0,907.45,Yes,0
CUST009329,37.0,Female,14.0,Truck,2,32,460.86,5,0,0,191.23,Yes,0
CUST009330,42.0,Male,23.0,Hatchback,10,34,312.32,4,1,0,5.05,No,0
CUST009331,69.0,Male,15.0,Sedan,3,34,404.62,4,0,0,438.64,Yes,0
CUST009332,36.0,Female,36.0,Sedan,7,1,569.1,3,0,0,358.07,Yes,1
CUST009333,44.0,Male,3.0,Sedan,0,35,376.17,8,1,0,28.75,Yes,0
CUST009334,27.0,Female,17.0,Truck,14,1,349.27,9,0,0,91.16,No,0
CUST009335,58.0,Female,40.0,Truck,2,13,434.56,2,1,0,529.75,Yes,0
CUST009336,34.0,Male,36.0,Truck,11,28,461.37,7,2,0,162.49,No,0
CUST009337,64.0,Male,10.0,Hatchback,13,8,556.83,9,0,1,9.68,No,0
CUST009338,19.0,Female,12.0,Hatchback,8,3,325.28,6,0,0,293.09,No,0
CUST009339,34.0,Male,5.0,Hatchback,2,3,322.86,3,1,0,1658.37,No,0
CUST009340,24.0,Male,32.0,Sedan,12,2,341.52,0,1,0,376.77,No,0
CUST009341,33.0,Male,35.0,SUV,5,33,376.09,3,0,0,448.02,No,0
CUST009342,66.0,Male,20.0,Sedan,8,45,458.51,2,2,0,1013.49,Yes,0
CUST009343,44.0,Female,46.0,Truck,7,50,447.27,1,0,1,176.53,Yes,0
CUST009344,18.0,Female,30.0,SUV,15,34,268.06,8,0,0,84.72,Yes,0
CUST009345,39.0,Female,17.0,Hatchback,11,45,432.02,5,2,0,111.94,No,0
CUST009346,39.0,Female,16.0,Hatchback,10,27,447.11,2,0,0,1710.33,No,0
CUST009347,44.0,Female,8.0,Truck,14,47,602.36,1,0,1,135.06,Yes,0
CUST009348,33.0,Male,14.0,SUV,5,19,312.44,5,1,1,188.4,Yes,0
CUST009349,70.0,Female,28.0,SUV,11,7,405.05,5,1,2,302.22,No,0
CUST009350,53.0,Male,3.0,Sedan,15,34,256.41,9,0,0,615.04,No,0
CUST009351,,Male,,Hatchback,3,33,,3,0,1,,,1
CUST009352,41.0,Male,10.0,SUV,7,34,548.32,8,1,1,639.35,Yes,0
CUST009353,52.0,Female,23.0,Sedan,12,34,311.09,7,1,0,22.76,Yes,0
CUST009354,50.0,Female,43.0,Hatchback,13,17,284.29,7,0,0,116.45,Yes,0
CUST009355,34.0,Male,11.0,Sedan,12,7,324.98,9,1,0,376.17,No,0
CUST009356,22.0,Female,30.0,Sedan,14,49,461.27,2,2,0,54.43,Yes,0
CUST009357,52.0,Male,3.0,SUV,6,47,444.98,3,0,0,342.95,No,0
CUST009358,36.0,Male,39.0,Truck,2,47,390.53,8,0,0,705.01,Yes,0
CUST009359,60.0,Female,43.0,Truck,8,38,458.23,4,0,0,166.73,No,0
CUST009360,64.0,Male,19.0,Sedan,11,41,327.97,4,0,0,241.57,Yes,0
CUST009361,51.0,Male,5.0,SUV,15,30,355.96,10,0,0,394.64,No,0
CUST009362,49.0,Female,44.0,Truck,12,37,277.8,8,0,0,213.54,No,0
CUST009363,42.0,Female,4.0,Sedan,11,28,403.51,6,1,0,590.13,No,0
CUST009364,39.0,Male,13.0,SUV,7,24,134.87,0,0,0,730.49,No,0
CUST009365,56.0,Male,14.0,Sedan,7,18,428.07,5,0,0,356.43,No,0
CUST009366,67.0,Female,16.0,Sedan,13,21,481.34,1,0,0,158.24,No,0
CUST009367,44.0,Male,14.0,Sedan,11,5,369.13,9,1,0,59.43,Yes,0
CUST009368,50.0,Female,24.0,SUV,14,36,266.15,9,2,0,276.74,No,0
CUST009369,25.0,Male,42.0,Sedan,4,16,358.82,3,0,0,510.86,No,0
CUST009370,47.0,Male,13.0,Hatchback,5,13,309.38,4,1,0,164.73,No,0
CUST009371,65.0,Female,27.0,SUV,7,33,223.12,8,0,0,1658.25,No,0
CUST009372,43.0,Female,30.0,Sedan,9,40,329.12,4,0,0,652.67,No,0
CUST009373,32.0,Female,44.0,Hatchback,14,46,403.95,5,0,1,78.02,No,0
CUST009374,53.0,Female,26.0,Truck,4,13,475.09,3,0,1,53.68,No,0
CUST009375,62.0,Female,40.0,Truck,6,5,346.02,7,3,1,491.99,Yes,0
CUST009376,29.0,Female,35.0,SUV,12,50,452.32,5,0,0,520.12,Yes,0
CUST009377,58.0,Female,15.0,Truck,14,46,425.33,10,1,0,6.37,No,0
CUST009378,62.0,Female,49.0,Sedan,7,28,391.92,5,2,1,0.71,No,0
CUST009379,60.0,Female,34.0,SUV,11,9,186.31,1,0,0,835.63,Yes,0
CUST009380,29.0,Male,12.0,SUV,13,27,459.27,6,0,1,241.17,No,0
CUST009381,21.0,Male,20.0,Sedan,0,49,347.21,3,0,0,868.74,Yes,0
CUST009382,20.0,Male,46.0,Truck,11,46,453.21,2,1,0,393.79,No,0
CUST009383,54.0,Female,19.0,Hatchback,3,18,503.78,2,0,0,45.35,Yes,0
CUST009384,55.0,Female,48.0,Truck,4,46,322.96,10,1,0,281.21,Yes,0
CUST009385,49.0,Female,7.0,SUV,11,46,498.5,0,1,0,288.87,No,1
CUST009386,43.0,Male,19.0,Truck,11,15,381.94,4,0,0,275.61,No,0
CUST009387,21.0,Female,31.0,Sedan,0,20,420.85,5,1,1,574.47,Yes,0
CUST009388,18.0,Male,5.0,Sedan,9,2,231.25,8,1,0,770.38,Yes,0
CUST009389,22.0,Female,13.0,Truck,1,10,543.06,3,0,0,125.81,No,0
CUST009390,19.0,Male,33.0,SUV,6,48,296.27,10,1,0,1076.94,Yes,0
CUST009391,63.0,Male,35.0,Truck,9,14,569.78,2,1,2,245.35,No,0
CUST009392,28.0,Male,11.0,SUV,1,16,426.49,1,0,0,2011.46,Yes,1
CUST009393,26.0,Female,33.0,Hatchback,11,20,545.6,7,0,1,126.02,No,1
CUST009394,25.0,Male,15.0,Hatchback,10,40,367.29,4,1,0,234.03,No,0
CUST009395,56.0,Female,43.0,Hatchback,7,8,297.64,4,1,0,300.24,No,0
CUST009396,32.0,Female,34.0,Truck,5,17,402.11,8,1,1,64.14,Yes,0
CUST009397,26.0,Female,42.0,SUV,2,50,350.7,5,0,0,839.16,Yes,0
CUST009398,59.0,Female,12.0,Sedan,11,29,562.99,9,0,0,7.71,Yes,1
CUST009399,67.0,Female,26.0,SUV,3,26,415.55,9,0,0,230.25,No,0
CUST009400,47.0,Male,40.0,SUV,7,33,410.87,3,3,0,301.71,No,0
CUST009401,46.0,Male,29.0,Truck,5,3,411.99,4,1,0,178.62,Yes,0
CUST009402,68.0,Male,32.0,SUV,1,7,417.19,10,0,0,809.23,No,1
CUST009403,,Male,,SUV,3,12,,10,0,1,,,1
CUST009404,,Female,,Hatchback,15,20,,6,1,0,,,1
CUST009405,51.0,Female,13.0,Sedan,4,10,297.01,8,0,0,707.46,No,0
CUST009406,39.0,Male,47.0,Hatchback,0,43,466.2,1,0,0,397.62,Yes,0
CUST009407,63.0,Female,39.0,Sedan,8,48,258.15,9,2,0,86.19,No,0
CUST009408,,Female,,Hatchback,13,39,,8,1,1,,,1
CUST009409,70.0,Female,19.0,SUV,15,28,402.07,3,2,0,5.66,No,0
CUST009410,27.0,Male,26.0,Hatchback,4,47,438.91,7,0,0,28.18,No,0
CUST009411,22.0,Male,32.0,Truck,14,17,294.96,7,2,0,1257.76,No,0
CUST009412,22.0,Female,31.0,Truck,8,38,333.22,6,0,0,6.65,No,0
CUST009413,19.0,Female,41.0,Truck,6,15,468.59,0,1,1,228.84,Yes,0
CUST009414,47.0,Female,28.0,Truck,15,8,350.04,8,0,0,423.42,Yes,0
CUST009415,39.0,Male,35.0,SUV,6,19,586.21,7,0,0,488.43,Yes,0
CUST009416,30.0,Male,6.0,Sedan,2,20,311.88,2,0,0,800.6,No,0
CUST009417,56.0,Female,21.0,Truck,14,19,258.42,7,2,2,54.81,No,0
CUST009418,42.0,Female,24.0,Hatchback,9,20,253.6,6,0,2,1044.66,No,0
CUST009419,,Male,,Hatchback,10,16,,10,0,0,,,1
CUST009420,,Male,,SUV,10,40,,8,0,0,,,1
CUST009421,64.0,Male,4.0,Truck,4,38,554.21,8,1,1,1146.2,No,0
CUST009422,44.0,Male,43.0,SUV,4,9,690.47,2,2,2,256.59,No,0
CUST009423,38.0,Female,42.0,SUV,6,22,371.1,4,1,0,485.14,No,0
CUST009424,48.0,Female,32.0,Sedan,1,15,490.79,4,1,1,14.75,Yes,0
CUST009425,32.0,Male,43.0,SUV,5,28,432.18,0,0,0,652.56,No,0
CUST009426,55.0,Male,8.0,Sedan,4,4,533.52,0,1,1,112.51,No,0
CUST009427,56.0,Female,47.0,Hatchback,0,45,446.62,8,0,2,507.96,No,0
CUST009428,,Female,,Hatchback,8,14,,0,0,0,,,1
CUST009429,53.0,Male,2.0,Sedan,8,25,376.89,9,0,2,344.95,No,0
CUST009430,18.0,Female,7.0,Sedan,5,43,362.59,0,1,0,880.64,Yes,0
CUST009431,28.0,Female,49.0,SUV,8,42,213.17,3,0,0,747.74,Yes,0
CUST009432,22.0,Female,35.0,SUV,12,38,600.47,8,0,2,211.45,Yes,0
CUST009433,51.0,Male,8.0,Sedan,13,37,498.0,8,2,0,310.39,Yes,0
CUST009434,,Female,,SUV,2,9,,2,1,0,,,1
CUST009435,22.0,Male,32.0,Truck,5,18,221.15,7,0,0,1675.03,No,0
CUST009436,37.0,Male,22.0,Sedan,0,28,445.15,6,1,1,390.89,No,0
CUST009437,62.0,Female,2.0,Hatchback,15,29,552.18,1,0,0,527.67,No,0
CUST009438,61.0,Male,42.0,Hatchback,15,37,343.6,7,0,0,658.61,No,0
CUST009439,59.0,Male,41.0,Hatchback,15,30,240.1,10,1,0,44.47,Yes,0
CUST009440,30.0,Female,49.0,Sedan,1,40,258.41,6,0,0,1012.82,No,0
CUST009441,26.0,Female,15.0,Hatchback,3,30,397.18,3,0,0,81.76,No,0
CUST009442,22.0,Male,45.0,Truck,2,28,400.2,8,1,0,142.13,No,0
CUST009443,55.0,Female,7.0,SUV,0,50,488.97,5,2,0,761.36,Yes,0
CUST009444,49.0,Male,42.0,Truck,15,38,250.0,10,0,0,1847.6,No,1
CUST009445,47.0,Female,0.0,Hatchback,12,18,458.91,8,0,1,1983.5,Yes,0
CUST009446,66.0,Male,42.0,Hatchback,14,31,354.32,6,1,0,1042.84,No,0
CUST009447,45.0,Female,23.0,Truck,2,33,371.11,7,1,1,121.24,No,0
CUST009448,54.0,Male,28.0,Truck,8,46,226.99,8,0,0,264.71,Yes,0
CUST009449,45.0,Female,12.0,Sedan,4,5,434.24,0,1,0,220.35,Yes,0
CUST009450,60.0,Female,44.0,Truck,9,18,343.2,3,0,0,604.79,Yes,0
CUST009451,23.0,Female,1.0,SUV,1,42,270.24,0,0,0,211.36,No,0
CUST009452,58.0,Male,32.0,Truck,11,34,369.81,5,0,1,257.13,No,0
CUST009453,61.0,Male,13.0,Hatchback,7,7,309.78,4,1,0,43.7,Yes,0
CUST009454,46.0,Male,9.0,Sedan,15,22,369.61,10,0,0,249.63,No,0
CUST009455,21.0,Male,3.0,Truck,15,6,529.77,10,0,0,96.72,No,0
CUST009456,35.0,Male,46.0,Sedan,7,43,454.33,4,0,0,213.71,Yes,0
CUST009457,32.0,Female,15.0,Hatchback,6,36,379.09,1,0,0,294.06,No,0
CUST009458,42.0,Male,32.0,SUV,3,46,500.27,0,1,0,2143.08,Yes,0
CUST009459,21.0,Male,46.0,Sedan,7,12,336.0,1,1,2,334.82,No,0
CUST009460,31.0,Female,12.0,Hatchback,3,31,335.36,1,0,1,405.91,No,0
CUST009461,67.0,Male,4.0,SUV,13,36,480.56,6,0,1,290.81,No,0
CUST009462,34.0,Male,7.0,Truck,15,29,401.2,0,0,0,66.94,No,0
CUST009463,51.0,Male,42.0,Truck,8,17,347.56,1,0,1,417.7,Yes,0
CUST009464,70.0,Male,46.0,Truck,1,49,308.53,5,1,0,239.86,No,0
CUST009465,36.0,Male,7.0,SUV,14,17,433.12,7,0,0,415.44,Yes,0
CUST009466,46.0,Female,30.0,Hatchback,0,8,501.5,6,0,0,514.8,No,0
CUST009467,39.0,Female,20.0,Truck,15,37,268.33,6,0,0,670.27,No,0
CUST009468,31.0,Female,9.0,Sedan,8,10,317.79,6,3,1,413.35,Yes,0
CUST009469,53.0,Female,20.0,Hatchback,1,47,219.14,4,3,0,37.42,No,0
CUST009470,19.0,Female,44.0,Truck,1,38,532.73,2,0,2,4.46,Yes,0
CUST009471,62.0,Female,10.0,SUV,11,38,326.24,10,0,0,356.61,Yes,0
CUST009472,24.0,Male,23.0,Sedan,15,14,258.91,4,0,0,119.47,Yes,0
CUST009473,45.0,Male,27.0,Truck,14,35,334.53,0,0,0,93.97,No,0
CUST009474,25.0,Female,30.0,Hatchback,13,20,568.17,6,1,0,994.34,No,0
CUST009475,46.0,Female,11.0,Truck,2,8,606.1,5,0,0,1364.97,Yes,0
CUST009476,27.0,Female,44.0,Hatchback,4,2,369.0,0,1,0,1020.78,No,0
CUST009477,38.0,Male,23.0,Truck,14,46,463.01,3,1,0,727.33,Yes,0
CUST009478,,Male,,SUV,3,15,,1,0,0,,,1
CUST009479,21.0,Female,27.0,Hatchback,15,6,420.53,1,0,1,582.04,No,0
CUST009480,70.0,Female,17.0,Sedan,1,16,349.49,2,1,0,1094.75,Yes,0
CUST009481,38.0,Male,32.0,Sedan,11,15,358.08,5,0,0,462.1,Yes,0
CUST009482,55.0,Male,14.0,Sedan,15,12,466.26,9,1,0,222.53,Yes,0
CUST009483,,Male,,Hatchback,13,29,,10,0,0,,,1
CUST009484,37.0,Male,27.0,SUV,7,17,268.09,4,0,1,307.75,No,0
CUST009485,24.0,Female,39.0,Sedan,15,23,373.61,6,0,0,1021.16,No,0
CUST009486,24.0,Male,40.0,Sedan,12,10,459.28,10,0,0,131.77,Yes,0
CUST009487,49.0,Male,11.0,Truck,15,38,276.65,8,1,0,280.4,Yes,0
CUST009488,49.0,Male,22.0,Sedan,5,44,416.86,5,2,1,1414.14,No,0
CUST009489,39.0,Male,29.0,SUV,11,22,411.41,0,1,0,98.61,Yes,0
CUST009490,66.0,Female,23.0,SUV,0,15,368.15,2,0,2,887.9,Yes,1
CUST009491,42.0,Female,8.0,SUV,6,31,315.2,8,0,0,516.94,No,0
CUST009492,23.0,Male,41.0,SUV,2,3,409.85,7,0,0,377.62,No,0
CUST009493,68.0,Male,12.0,SUV,6,2,391.52,6,1,1,651.21,Yes,0
CUST009494,44.0,Male,41.0,Hatchback,1,9,455.5,1,0,0,516.29,No,0
CUST009495,35.0,Female,19.0,SUV,13,45,136.55,3,0,0,572.06,No,0
CUST009496,29.0,Female,18.0,Truck,5,25,203.96,8,0,0,1123.72,Yes,0
CUST009497,45.0,Female,3.0,Sedan,9,32,100.0,6,0,0,209.68,No,0
CUST009498,36.0,Female,25.0,Hatchback,11,25,582.44,8,0,0,601.95,Yes,0
CUST009499,60.0,Female,50.0,Truck,7,3,388.69,1,1,0,31.84,Yes,0
CUST009500,34.0,Male,17.0,SUV,7,4,524.88,2,0,0,1977.69,No,0
CUST009501,52.0,Male,32.0,Sedan,11,19,216.54,8,1,1,70.31,Yes,0
CUST009502,32.0,Female,19.0,Truck,14,11,453.46,7,2,0,2.24,No,0
CUST009503,22.0,Male,42.0,Truck,6,3,628.38,3,2,0,777.06,No,0
CUST009504,53.0,Female,20.0,SUV,1,25,484.93,9,1,0,1371.53,No,0
CUST009505,50.0,Male,39.0,Sedan,6,48,469.26,0,1,1,97.86,Yes,0
CUST009506,38.0,Female,22.0,Sedan,9,35,448.06,8,2,0,411.42,Yes,0
CUST009507,52.0,Male,10.0,Truck,9,23,306.33,10,1,0,1162.92,Yes,0
CUST009508,59.0,Male,5.0,Truck,10,4,437.45,4,0,0,67.99,No,0
CUST009509,44.0,Male,5.0,Truck,2,32,418.74,6,0,0,179.95,Yes,0
CUST009510,62.0,Male,42.0,Truck,7,5,315.25,3,0,0,259.74,Yes,0
CUST009511,47.0,Female,36.0,Truck,12,13,480.95,0,0,0,1256.51,Yes,0
CUST009512,56.0,Male,10.0,Truck,4,31,332.61,10,0,0,172.73,Yes,0
CUST009513,,Female,,Truck,6,46,,4,3,0,,,1
CUST009514,47.0,Female,7.0,Hatchback,3,3,473.4,9,0,0,1992.02,Yes,0
CUST009515,62.0,Female,23.0,SUV,0,24,554.19,10,0,1,711.73,Yes,0
CUST009516,38.0,Male,42.0,Sedan,4,25,492.94,2,0,1,602.72,Yes,0
CUST009517,43.0,Female,9.0,SUV,10,9,392.07,6,0,0,211.29,Yes,0
CUST009518,41.0,Female,42.0,Truck,6,16,554.76,3,0,0,301.93,No,0
CUST009519,39.0,Male,18.0,Truck,5,39,402.18,9,1,0,142.02,Yes,0
CUST009520,54.0,Female,23.0,SUV,6,11,335.39,1,2,0,65.83,Yes,0
CUST009521,,Male,,Sedan,13,13,,8,0,0,,,1
CUST009522,43.0,Female,39.0,SUV,2,29,406.1,3,0,0,238.11,No,0
CUST009523,39.0,Female,22.0,Hatchback,14,3,446.85,1,0,1,14.67,Yes,0
CUST009524,63.0,Male,6.0,Hatchback,11,36,377.62,8,0,0,457.85,No,0
CUST009525,50.0,Female,47.0,Truck,7,31,397.63,4,1,1,336.9,Yes,0
CUST009526,41.0,Male,4.0,Hatchback,13,7,334.32,3,0,0,809.9,Yes,0
CUST009527,22.0,Female,36.0,Sedan,10,5,278.42,6,1,0,182.56,Yes,1
CUST009528,41.0,Male,47.0,SUV,9,23,499.89,0,2,0,1780.22,Yes,0
CUST009529,52.0,Male,46.0,Sedan,0,14,325.5,8,0,0,174.29,Yes,0
CUST009530,39.0,Male,24.0,Sedan,8,9,570.3,4,0,0,72.2,No,0
CUST009531,,Female,,SUV,0,27,,10,0,1,,,1
CUST009532,34.0,Female,9.0,Hatchback,3,6,237.79,4,1,0,1199.06,No,0
CUST009533,69.0,Female,16.0,Truck,7,38,245.19,3,0,0,475.72,No,0
CUST009534,29.0,Male,39.0,Truck,11,1,427.43,4,1,0,282.9,Yes,0
CUST009535,47.0,Female,13.0,Truck,7,48,314.27,3,1,1,392.28,No,0
CUST009536,43.0,Female,10.0,Truck,9,32,674.76,4,0,0,958.3,Yes,0
CUST009537,30.0,Female,45.0,SUV,9,34,385.05,0,1,0,695.04,No,0
CUST009538,23.0,Male,9.0,SUV,10,14,510.38,1,1,0,411.73,No,0
CUST009539,20.0,Female,46.0,Sedan,14,19,472.48,10,1,0,2532.28,No,0
CUST009540,,Female,,Hatchback,10,41,,6,0,0,,,1
CUST009541,60.0,Male,40.0,Hatchback,5,12,402.9,4,0,0,447.57,Yes,0
CUST009542,70.0,Female,29.0,Hatchback,10,20,335.89,2,1,1,926.12,No,0
CUST009543,27.0,Female,49.0,Sedan,11,33,418.79,6,0,0,1048.71,No,0
CUST009544,28.0,Male,43.0,Truck,14,37,416.31,10,0,0,342.65,Yes,0
CUST009545,33.0,Male,15.0,Truck,10,29,269.26,4,0,0,124.36,Yes,0
CUST009546,37.0,Female,36.0,SUV,13,25,172.58,1,0,0,1195.29,Yes,0
CUST009547,59.0,Male,13.0,SUV,6,21,332.93,1,0,0,57.72,Yes,0
CUST009548,61.0,Female,29.0,Truck,12,16,420.28,6,0,0,298.38,No,1
CUST009549,36.0,Male,3.0,Hatchback,11,30,333.94,0,0,0,268.8,Yes,0
CUST009550,26.0,Female,38.0,Hatchback,13,29,505.13,3,1,0,660.88,Yes,0
CUST009551,53.0,Male,2.0,SUV,8,29,328.05,2,2,0,343.82,Yes,0
CUST009552,32.0,Female,20.0,Sedan,10,21,556.13,4,1,0,230.01,No,0
CUST009553,40.0,Male,21.0,Truck,15,45,520.02,0,1,0,350.26,Yes,0
CUST009554,38.0,Female,3.0,Hatchback,0,7,344.86,1,0,0,728.74,No,0
CUST009555,56.0,Male,22.0,Hatchback,6,9,364.29,2,1,2,224.1,Yes,0
CUST009556,,Female,,Hatchback,15,35,,5,0,0,,,1
CUST009557,68.0,Male,5.0,Truck,3,2,403.94,2,0,1,48.24,Yes,0
CUST009558,39.0,Female,37.0,Sedan,12,33,236.81,3,1,1,706.1,No,0
CUST009559,48.0,Female,48.0,Truck,0,21,403.48,4,0,0,56.92,No,0
CUST009560,32.0,Female,24.0,SUV,11,21,281.12,1,1,0,55.03,Yes,0
CUST009561,45.0,Female,1.0,Sedan,0,41,384.74,5,0,0,238.1,No,0
CUST009562,55.0,Female,32.0,Truck,11,44,611.88,2,1,0,1038.5,Yes,1
CUST009563,69.0,Male,36.0,SUV,4,29,330.37,4,1,0,176.16,Yes,0
CUST009564,32.0,Female,33.0,SUV,15,6,307.09,5,0,1,644.66,No,0
CUST009565,66.0,Male,25.0,Sedan,9,50,283.2,10,0,0,400.69,No,0
CUST009566,36.0,Male,14.0,Sedan,1,2,433.62,7,2,1,220.32,Yes,0
CUST009567,52.0,Male,20.0,SUV,10,19,440.21,7,0,0,133.14,Yes,0
CUST009568,35.0,Female,16.0,Truck,2,31,520.9,5,0,0,232.83,No,0
CUST009569,27.0,Female,46.0,Truck,7,25,630.36,9,0,0,300.77,No,0
CUST009570,32.0,Male,19.0,Sedan,15,2,281.12,6,3,0,169.98,Yes,0
